Company_Name,CEO_Name,Industry,Company_Sector,Country,City,Founded_Year,Employee_Count,Male_Employees,Female_Employees,Last_Year_Hirings,Hiring_Rate (%),Average_Salary_LPA,Annual_Revenue_INR_Crores,Company_Shares_INR
Pioneer Technologies Ltd.,Sean Smith,Banking,Startup,UAE,Dubai,2012,176888,81128,95760,20033,11.33,22.53,682125.77,37514.92
Pioneer Foods Ltd.,Teresa Bailey,Logistics,Government,Thailand,Bangkok,1963,170594,110224,60370,18101,10.61,27.97,369019.64,321195.38
Pioneer Healthcare Ltd.,Vincent Armstrong,Healthcare,Startup,UAE,Dubai,1980,120591,55686,64905,10514,8.72,39.08,46588.44,413794.16
Pioneer Retail Ltd.,Shannon Carter,IT Services,MNC,UAE,Dubai,2016,6606,3210,3396,39,0.59,32.49,229956.26,76033.46
Vertex Healthcare Ltd.,Brittany Irwin,Manufacturing,MNC,Taiwan,Taipei,1974,49268,25505,23763,3281,6.66,37.66,515090.12,283380.32
Pacific Manufacturing Ltd.,Donna Novak,Healthcare,Public,Taiwan,Taipei,1992,39735,26965,12770,7591,19.1,36.07,486473.02,64806.16
Horizon Industries Ltd.,Cassandra Farrell,Retail,Startup,Japan,Tokyo,1956,97342,56994,40348,8185,8.41,16.59,686553.57,92843.02
Summit Group Ltd.,Reginald Cortez,Logistics,Startup,Thailand,Bangkok,1995,71568,39738,31830,8207,11.47,37.45,579476.51,261606.84
Nova Healthcare Ltd.,Billy Reed,Telecom,Startup,China,Beijing,2018,194643,123522,71121,24927,12.81,38.97,350255.47,145236.8
Vertex Holdings Ltd.,Matthew Hampton,Banking,Public,South Korea,Seoul,1991,169239,99655,69584,6614,3.91,10.78,225670.11,5227.08
Prime Group Ltd.,Michael Rivas,Energy,Private,Malaysia,Kuala Lumpur,1951,118791,57569,61222,3918,3.3,11.62,519406.12,319502.04
Evergreen Technologies Ltd.,Jennifer Todd,Banking,Startup,China,Beijing,2006,63386,32854,30532,3596,5.67,35.48,50939.43,209465.9
BlueSky Holdings Ltd.,Ian Brown,Retail,Private,Indonesia,Jakarta,2001,134156,88129,46027,20306,15.14,7.05,475365.43,400516.62
Apex Foods Ltd.,Scott Thompson,Telecom,Startup,Taiwan,Taipei,1999,8985,5444,3541,1125,12.52,25.17,136437.11,75090.04
Pacific Retail Ltd.,Denise Rodriguez,Telecom,MNC,South Korea,Seoul,1983,41888,24619,17269,4452,10.63,37.99,793.26,389063.14
Apex Technologies Ltd.,Donna Webb,Energy,Startup,China,Beijing,1951,113347,71840,41507,10767,9.5,35.13,273422.04,283393.22
BlueSky Industries Ltd.,Brandon Espinoza,Healthcare,Private,China,Beijing,2022,60114,41744,18370,5469,9.1,6.14,191707.67,10657.12
Prime Foods Ltd.,Lance Allen,Telecom,Public,China,Beijing,1966,173277,83500,89777,29868,17.24,30.03,159381.13,39403.48
Summit Energy Ltd.,Michael Arias,Logistics,Startup,China,Beijing,1996,113796,75388,38408,22414,19.7,3.68,467554.74,226493.04
Pacific Industries Ltd.,Collin Soto,Energy,Startup,Taiwan,Taipei,1965,131098,73320,57778,11763,8.97,5.85,661544.85,219351.6
Horizon Retail Ltd.,Bradley Fuentes,Healthcare,Government,Singapore,Singapore,1952,93544,58778,34766,3416,3.65,3.55,386436.44,230296.82
Prime Healthcare Ltd.,Hannah Palmer,Manufacturing,Government,China,Beijing,2001,33448,21903,11545,651,1.95,36.3,296316.1,56849.44
Prime Group Ltd.,Carly Clay,Retail,Startup,Indonesia,Jakarta,1979,65075,30468,34607,495,0.76,8.77,552837.84,34175.54
Apex Technologies Ltd.,Willie Jackson,Logistics,MNC,China,Beijing,1971,185858,123395,62463,31609,17.01,13.71,268018.14,61336.06
Evergreen Solutions Ltd.,Cassandra Morris,Energy,Government,Singapore,Singapore,1966,137861,92957,44904,23316,16.91,35.14,240516.29,56925.98
Pacific Healthcare Ltd.,Adam Smith,Logistics,Private,Vietnam,Ho Chi Minh City,1996,122157,71204,50953,23,0.02,22.5,444886.77,426689.86
BlueSky Holdings Ltd.,William Mccullough,Retail,Private,Malaysia,Kuala Lumpur,1952,175232,110275,64957,23516,13.42,27.89,144095.58,374640.08
Evergreen Group Ltd.,Rita Farrell,Logistics,MNC,Taiwan,Taipei,1957,130003,60073,69930,16569,12.75,27.59,635890.36,261593.08
BlueSky Technologies Ltd.,Wendy Garcia,Logistics,Startup,UAE,Dubai,1971,154113,91131,62982,15717,10.2,8.5,200216.0,161633.56
Pioneer Industries Ltd.,Anthony Hall,Telecom,MNC,Singapore,Singapore,1983,162111,76907,85204,30111,18.57,34.3,410680.19,72909.08
Horizon Foods Ltd.,Jessica Fisher,Energy,Public,Indonesia,Jakarta,2002,99804,61470,38334,18589,18.63,15.0,501226.92,18429.8
Summit Healthcare Ltd.,Jessica Adams,Retail,Private,UAE,Dubai,1959,115649,76343,39306,3616,3.13,31.49,551837.83,236148.26
Pacific Industries Ltd.,Alison Sullivan,Retail,Public,Japan,Tokyo,2007,129165,82827,46338,13193,10.21,30.97,318861.0,62641.54
Horizon Group Ltd.,Chelsea Burns,Retail,Public,Thailand,Bangkok,2012,29215,18459,10756,3237,11.08,39.4,182610.51,45417.46
BlueSky Group Ltd.,William Petty,Logistics,Startup,Singapore,Singapore,2005,87813,46120,41693,11,0.01,20.69,335258.87,73548.92
Nova Retail Ltd.,John Turner,Banking,Government,Japan,Tokyo,1997,154863,74678,80185,15282,9.87,7.21,177.16,291816.92
Vertex Industries Ltd.,Kristin Turner,Telecom,Public,Japan,Tokyo,1973,65170,34595,30575,1748,2.68,3.58,130332.31,37109.0
Pacific Solutions Ltd.,Sarah Franklin,Retail,Private,Malaysia,Kuala Lumpur,1971,75993,48966,27027,4798,6.31,29.12,512628.03,368101.5
Horizon Foods Ltd.,Terry Grant,Retail,Public,UAE,Dubai,1954,67269,40611,26658,7832,11.64,6.62,135679.79,62898.68
Nova Foods Ltd.,Michele Smith,Logistics,Private,China,Beijing,2017,28348,13368,14980,4550,16.05,24.96,221958.09,387803.24
Evergreen Energy Ltd.,Daniel Smith,Energy,Private,Japan,Tokyo,2021,78693,49010,29683,6933,8.81,22.03,542732.76,147953.54
Prime Retail Ltd.,Leslie Flores,Energy,Private,UAE,Dubai,2020,124127,61878,62249,4242,3.42,8.82,247703.13,86375.82
Nova Healthcare Ltd.,Aaron Singh,Energy,MNC,South Korea,Seoul,1989,122445,56749,65696,1484,1.21,23.31,489232.84,131868.1
Prime Manufacturing Ltd.,Monica Bryant,IT Services,Public,Malaysia,Kuala Lumpur,2008,139791,81660,58131,10467,7.49,21.83,367483.07,51673.96
Pioneer Retail Ltd.,Rachael Noble,Healthcare,Startup,Japan,Tokyo,2008,48822,33181,15641,740,1.52,23.49,184655.93,94459.82
Vertex Energy Ltd.,John Silva,Manufacturing,Private,Japan,Tokyo,1972,194195,118264,75931,37949,19.54,16.46,610616.94,205880.56
Horizon Foods Ltd.,John Graves,Healthcare,Startup,Indonesia,Jakarta,1957,44196,25074,19122,1421,3.22,36.99,427302.18,347754.76
Horizon Holdings Ltd.,Timothy Martin,Logistics,MNC,Thailand,Bangkok,1980,83866,56374,27492,5332,6.36,30.61,466232.06,119294.04
Summit Manufacturing Ltd.,Sheryl Bullock,Manufacturing,MNC,South Korea,Seoul,2010,119583,54575,65008,16661,13.93,16.18,118719.99,85552.8
BlueSky Retail Ltd.,Bobby Long,Logistics,MNC,Malaysia,Kuala Lumpur,2005,122546,69736,52810,22351,18.24,3.94,275137.74,144007.86
Prime Industries Ltd.,Melissa Smith,Manufacturing,Startup,Indonesia,Jakarta,1967,118419,57674,60745,7935,6.7,26.02,512564.56,213302.36
Prime Holdings Ltd.,Jason Lopez,Logistics,Public,China,Beijing,1957,10081,4719,5362,463,4.59,12.65,91071.51,55795.94
Pioneer Energy Ltd.,Laura Sandoval,Energy,Private,Thailand,Bangkok,1993,60865,33407,27458,6771,11.12,9.02,551491.68,414965.48
Prime Holdings Ltd.,Daniel Spears,Manufacturing,Private,UAE,Dubai,1977,131044,91384,39660,16967,12.95,15.7,437953.02,171214.82
Vertex Solutions Ltd.,Angela Buck,Retail,Startup,Vietnam,Ho Chi Minh City,2009,30746,20534,10212,3305,10.75,27.31,136047.61,201275.26
Prime Foods Ltd.,Jorge Harris,IT Services,MNC,Malaysia,Kuala Lumpur,2007,34736,23591,11145,1321,3.8,36.32,23227.91,53566.82
Prime Industries Ltd.,Nathan Carpenter,Banking,Government,South Korea,Seoul,1959,31283,14508,16775,4796,15.33,29.86,65485.04,408389.06
Horizon Energy Ltd.,Jennifer Abbott,Banking,Public,Singapore,Singapore,2001,99019,57982,41037,16349,16.51,11.51,49546.92,8572.48
Horizon Group Ltd.,Erin Rodriguez,Manufacturing,Government,Taiwan,Taipei,1959,5828,3305,2523,444,7.62,9.32,367127.03,391350.74
Nova Solutions Ltd.,Thomas Owens,Energy,MNC,China,Beijing,1983,26202,14720,11482,1546,5.9,32.29,499500.3,177170.32
BlueSky Manufacturing Ltd.,Mr. Michael Mason,IT Services,Startup,Thailand,Bangkok,1980,78587,51324,27263,6644,8.45,27.76,53938.34,278894.56
Prime Holdings Ltd.,Amy Bradley,Manufacturing,Government,Malaysia,Kuala Lumpur,1959,15553,8717,6836,1368,8.8,3.41,558158.66,275096.8
Vertex Logistics Ltd.,Melinda Mcguire,Manufacturing,Private,Japan,Tokyo,1995,189276,103080,86196,9285,4.91,4.73,93107.99,179967.9
Vertex Healthcare Ltd.,Derrick Cross,Logistics,Startup,Singapore,Singapore,1963,136983,84614,52369,7570,5.53,8.0,29979.94,272976.04
BlueSky Industries Ltd.,Madison Rodriguez,IT Services,Public,Japan,Tokyo,1975,107262,57351,49911,17999,16.78,34.31,614133.91,20024.24
Pioneer Group Ltd.,Tyler Krueger,Telecom,Startup,Thailand,Bangkok,1993,132268,83487,48781,26162,19.78,9.88,100442.5,344054.18
Nova Manufacturing Ltd.,Edward Lewis,Telecom,Private,South Korea,Seoul,1996,178474,119053,59421,27238,15.26,14.4,6805.87,211427.56
Prime Technologies Ltd.,Kerry Roberts,Healthcare,Public,Vietnam,Ho Chi Minh City,2006,133548,63529,70019,22621,16.94,23.42,97586.69,44853.3
Vertex Group Ltd.,Amber Hubbard,Banking,Startup,Singapore,Singapore,2003,112993,52479,60514,2596,2.3,31.31,311337.97,92088.8
Apex Solutions Ltd.,Scott Villa,Manufacturing,Startup,Malaysia,Kuala Lumpur,1993,102884,58685,44199,19827,19.27,11.05,50740.17,19259.7
Nova Solutions Ltd.,Dustin Farrell,Logistics,Government,South Korea,Seoul,2000,155991,79673,76318,27174,17.42,23.71,393849.9,220999.36
Summit Manufacturing Ltd.,Douglas Barrera,Manufacturing,Private,Malaysia,Kuala Lumpur,1978,19539,13109,6430,3703,18.95,34.04,17114.43,24938.28
Vertex Healthcare Ltd.,Kaitlin Norton,Telecom,Private,Malaysia,Kuala Lumpur,1980,124549,79901,44648,19375,15.56,16.94,160211.72,62640.68
BlueSky Foods Ltd.,Austin Johnson,IT Services,MNC,Vietnam,Ho Chi Minh City,1989,74118,39565,34553,6310,8.51,35.42,314839.81,60239.56
Prime Industries Ltd.,Lisa Hopkins,Logistics,Startup,China,Beijing,1971,114616,60991,53625,8413,7.34,36.64,543052.5,203559.42
Evergreen Foods Ltd.,Melissa Hardy,Healthcare,Startup,Singapore,Singapore,1957,72481,47038,25443,5399,7.45,4.67,122583.54,45301.36
Prime Energy Ltd.,Joseph Roberts,Healthcare,Government,Singapore,Singapore,1964,13325,7895,5430,276,2.07,15.62,545209.04,188376.98
Vertex Energy Ltd.,Jessica Williams,Banking,Startup,Taiwan,Taipei,1967,12297,6986,5311,1582,12.86,34.49,279143.87,29509.18
Nova Logistics Ltd.,Danielle Simmons,IT Services,Private,Thailand,Bangkok,2005,75497,39541,35956,8120,10.76,30.1,599639.9,374557.52
Evergreen Technologies Ltd.,Michael Johnston,Energy,MNC,Singapore,Singapore,1982,23359,15227,8132,1304,5.58,32.81,672305.0,115790.4
Pacific Retail Ltd.,Jennifer Rivera,Manufacturing,Public,South Korea,Seoul,1951,97784,60324,37460,3207,3.28,24.64,477258.46,58511.82
Summit Healthcare Ltd.,Travis Winters,Retail,Public,Singapore,Singapore,1993,130371,62388,67983,2236,1.72,11.98,642856.11,9563.2
Evergreen Technologies Ltd.,William Davis,Healthcare,Government,Vietnam,Ho Chi Minh City,1992,153603,100429,53174,8769,5.71,5.32,253498.59,132491.6
Horizon Technologies Ltd.,David Barker,Healthcare,Public,Taiwan,Taipei,1986,114556,70953,43603,329,0.29,28.67,468043.91,27040.98
BlueSky Solutions Ltd.,Christopher Armstrong,Telecom,Government,South Korea,Seoul,1953,191620,112506,79114,8316,4.34,15.16,487624.3,149525.62
Apex Industries Ltd.,Jeffery Adkins,Healthcare,Startup,Indonesia,Jakarta,1984,190130,88046,102084,19605,10.31,17.59,442514.46,100321.58
Pacific Solutions Ltd.,Amanda Barnes,IT Services,Government,Singapore,Singapore,1994,22464,15329,7135,1863,8.29,16.49,439402.64,183369.2
Apex Foods Ltd.,Jennifer Davis,Banking,Startup,Indonesia,Jakarta,2006,139839,96622,43217,24152,17.27,39.66,154104.69,61242.32
Pacific Logistics Ltd.,Sherri Sanders,Retail,Startup,China,Beijing,2015,130130,69931,60199,16201,12.45,27.45,295649.68,182398.26
BlueSky Logistics Ltd.,Chelsea Graham,Healthcare,Public,Indonesia,Jakarta,1963,137849,65796,72053,8831,6.41,35.92,42412.79,64432.06
Apex Healthcare Ltd.,Melanie Solis,IT Services,Government,China,Beijing,1997,170464,84975,85489,3044,1.79,36.36,116867.46,250625.5
Nova Holdings Ltd.,Miguel Zuniga,Telecom,Public,Singapore,Singapore,2016,160644,98764,61880,19131,11.91,34.04,464779.09,45593.76
Nova Healthcare Ltd.,Jo Davis,Healthcare,Government,Indonesia,Jakarta,1985,136366,66666,69700,4928,3.61,34.88,212932.9,26469.08
Nova Logistics Ltd.,Ashley Ashley,Manufacturing,MNC,Indonesia,Jakarta,1959,56519,34215,22304,6764,11.97,38.43,474060.9,99882.98
Apex Holdings Ltd.,Tracey Good,Healthcare,Government,China,Beijing,1975,124309,61970,62339,3444,2.77,17.44,501049.67,177978.72
Apex Logistics Ltd.,Richard Taylor,IT Services,Public,Taiwan,Taipei,1967,167555,97985,69570,17020,10.16,9.03,76437.06,30412.18
Nova Solutions Ltd.,Kathy Steele,Healthcare,Private,UAE,Dubai,1998,68132,35533,32599,433,0.64,28.22,71397.63,231762.26
Apex Holdings Ltd.,Joseph Alexander,Manufacturing,MNC,Malaysia,Kuala Lumpur,1960,55365,28655,26710,9077,16.39,21.12,518285.54,368817.88
Pioneer Solutions Ltd.,Jaime Rodriguez,Logistics,Private,Singapore,Singapore,2003,144827,87735,57092,13796,9.53,21.03,138765.99,316494.62
Pioneer Industries Ltd.,Whitney Davis,IT Services,Private,Indonesia,Jakarta,1951,53089,27457,25632,8717,16.42,22.35,68101.77,201491.98
Pacific Solutions Ltd.,Sandra Rogers,Banking,Private,Singapore,Singapore,2018,33393,20169,13224,5826,17.45,29.68,664018.9,382642.38
Horizon Technologies Ltd.,Michael Smith,Retail,Private,UAE,Dubai,1966,96250,63094,33156,209,0.22,20.1,292653.36,124659.58
Summit Healthcare Ltd.,Jennifer Church,Logistics,Government,Thailand,Bangkok,2019,140229,73329,66900,268,0.19,15.13,8885.18,158943.48
Apex Holdings Ltd.,Daniel Collins,IT Services,Government,Malaysia,Kuala Lumpur,1956,70484,36278,34206,5698,8.08,4.82,379490.14,17255.04
Summit Technologies Ltd.,Hannah Smith,Healthcare,MNC,South Korea,Seoul,1982,121304,56169,65135,10170,8.38,24.78,605789.93,408457.0
Pacific Group Ltd.,Misty Allen,Healthcare,Private,Japan,Tokyo,1972,142434,65859,76575,8079,5.67,9.66,346845.48,90973.38
Prime Industries Ltd.,Linda Estrada,Manufacturing,Government,Singapore,Singapore,1955,90835,46792,44043,11173,12.3,11.05,676240.7,173260.76
Horizon Foods Ltd.,Jenny Thompson,IT Services,MNC,Japan,Tokyo,1996,167163,90085,77078,15841,9.48,20.71,453792.67,209324.86
Summit Manufacturing Ltd.,Corey Davis,Manufacturing,Public,Japan,Tokyo,1988,157552,74458,83094,29142,18.5,26.23,141352.61,65344.52
Nova Holdings Ltd.,Justin Garcia,Banking,MNC,China,Beijing,1955,97165,49433,47732,8095,8.33,32.74,448529.47,306595.16
Apex Healthcare Ltd.,Danielle Shelton,Retail,Startup,Taiwan,Taipei,2011,155353,71830,83523,10766,6.93,25.57,583659.64,109140.02
Pacific Industries Ltd.,Amanda Johnson,Energy,Startup,Malaysia,Kuala Lumpur,1951,12897,8539,4358,595,4.61,18.55,8544.1,282264.9
Horizon Manufacturing Ltd.,Dr. Gina Rivas,Healthcare,Startup,Indonesia,Jakarta,2002,99203,55388,43815,1965,1.98,17.8,516506.37,43737.02
BlueSky Industries Ltd.,Angel Anderson,IT Services,Government,Taiwan,Taipei,1979,61196,30341,30855,11549,18.87,5.38,686545.31,83270.36
Pacific Manufacturing Ltd.,Rebecca Crawford,Retail,Startup,Indonesia,Jakarta,1982,177538,90494,87044,44,0.02,28.25,576571.43,352897.56
Pacific Group Ltd.,Jennifer Perez,Telecom,Public,Thailand,Bangkok,1951,187851,130420,57431,3170,1.69,13.48,149639.57,35755.36
Nova Group Ltd.,Jennifer Thompson,Manufacturing,Government,Malaysia,Kuala Lumpur,1963,118928,54243,64685,18430,15.5,15.38,631452.16,99217.34
Horizon Manufacturing Ltd.,Janet Walker,Manufacturing,Startup,Singapore,Singapore,1993,112943,69219,43724,11457,10.14,20.84,6670.33,104367.02
Summit Healthcare Ltd.,Monica Jenkins,Telecom,Private,Taiwan,Taipei,1971,42247,19645,22602,3896,9.22,34.3,258632.53,222359.02
Horizon Manufacturing Ltd.,Alicia Miller,IT Services,Public,Malaysia,Kuala Lumpur,1962,39749,21617,18132,4008,10.08,19.99,284984.99,61384.22
Pioneer Foods Ltd.,Loretta Crawford,Telecom,Private,Japan,Tokyo,2019,131369,68676,62693,19092,14.53,13.52,113633.61,178008.82
Prime Industries Ltd.,Alyssa Price,Telecom,Government,South Korea,Seoul,2013,199363,108247,91116,11553,5.79,18.3,290787.5,391638.84
Summit Technologies Ltd.,Lisa Davis,IT Services,Startup,Indonesia,Jakarta,1958,48327,27641,20686,7215,14.93,15.78,386999.66,360978.98
BlueSky Holdings Ltd.,Robert Moore,Logistics,MNC,UAE,Dubai,1963,68184,33168,35016,13103,19.22,24.45,519062.46,212090.62
Nova Group Ltd.,Alicia Barker,IT Services,Startup,UAE,Dubai,2020,140993,92370,48623,10561,7.49,28.79,390621.2,422208.4
Horizon Group Ltd.,Joseph Williams,Energy,Public,China,Beijing,2014,57872,37016,20856,617,1.07,25.36,528094.35,47268.18
Nova Healthcare Ltd.,Theodore Skinner,Manufacturing,Public,UAE,Dubai,2012,53132,35998,17134,8206,15.44,22.81,529043.53,53480.82
Summit Energy Ltd.,Denise Stevens,Healthcare,Government,Singapore,Singapore,2020,61120,32653,28467,9314,15.24,26.02,574795.79,363717.22
BlueSky Solutions Ltd.,Kevin Green,Banking,Startup,Thailand,Bangkok,2002,160823,101780,59043,9139,5.68,31.94,319823.94,131324.58
Horizon Energy Ltd.,Nathan Carrillo,Energy,Public,Taiwan,Taipei,1985,21795,14272,7523,604,2.77,12.67,364954.16,58217.7
Pacific Manufacturing Ltd.,Greg Gonzales,Telecom,MNC,Malaysia,Kuala Lumpur,2013,155243,94470,60773,1533,0.99,6.19,132994.61,181463.44
Apex Healthcare Ltd.,James Rivera,Retail,Government,Thailand,Bangkok,1986,38052,22568,15484,1135,2.98,34.01,469638.86,101295.1
Pioneer Energy Ltd.,Donna Holloway,Healthcare,Private,Taiwan,Taipei,1991,191882,106638,85244,24597,12.82,10.77,171058.04,417445.72
Vertex Technologies Ltd.,Mary Holmes,Healthcare,Public,Indonesia,Jakarta,2017,160595,112053,48542,6480,4.03,39.65,163433.45,51263.74
Nova Healthcare Ltd.,Denise Washington,Retail,Startup,UAE,Dubai,2002,126845,87072,39773,10728,8.46,23.49,182029.23,87652.92
Pacific Solutions Ltd.,Patricia Hawkins,Healthcare,MNC,Taiwan,Taipei,2005,133678,81863,51815,25603,19.15,33.24,545215.32,53537.58
Pacific Foods Ltd.,Theresa Smith,Healthcare,Government,Japan,Tokyo,1989,136099,79929,56170,16021,11.77,9.26,554136.61,76064.42
Nova Retail Ltd.,Katie Hall,Energy,MNC,UAE,Dubai,1982,173952,93499,80453,34184,19.65,13.94,621496.29,25935.88
Pioneer Energy Ltd.,Robert Lewis,Telecom,Private,Japan,Tokyo,2022,192308,109139,83169,12448,6.47,28.28,640237.23,399138.04
Pacific Technologies Ltd.,Alexandria Hernandez,Logistics,Government,Thailand,Bangkok,2000,86697,52814,33883,7854,9.06,4.19,106837.28,94101.2
Nova Holdings Ltd.,James Meyer,Retail,MNC,UAE,Dubai,1980,150050,75562,74488,16276,10.85,28.33,197777.98,317076.84
Summit Technologies Ltd.,Curtis Kelly,Healthcare,Public,UAE,Dubai,1960,98472,55813,42659,9056,9.2,26.54,198324.17,29992.5
Apex Energy Ltd.,Jason Wright,Manufacturing,Public,Taiwan,Taipei,1984,153793,82690,71103,6052,3.94,28.68,510915.34,44352.78
BlueSky Retail Ltd.,Michelle Vargas,IT Services,Startup,Japan,Tokyo,1952,143088,69727,73361,15469,10.81,8.64,109148.19,200521.9
Horizon Industries Ltd.,Catherine Horne,Banking,Startup,Japan,Tokyo,1968,124112,60141,63971,5289,4.26,25.04,525929.47,257718.78
Nova Logistics Ltd.,Crystal Merritt,Energy,Startup,Malaysia,Kuala Lumpur,1995,161986,78742,83244,30077,18.57,20.13,618952.92,85305.12
Pacific Foods Ltd.,Andrew Chavez,Manufacturing,Public,Japan,Tokyo,1962,107806,58418,49388,5219,4.84,28.63,143547.16,19436.86
Vertex Industries Ltd.,Meghan Soto,Healthcare,Public,Singapore,Singapore,1986,188375,131564,56811,31401,16.67,14.26,683202.58,41574.12
Nova Group Ltd.,Alejandra Gaines,Energy,MNC,Vietnam,Ho Chi Minh City,2019,51609,32020,19589,2650,5.13,9.34,248177.6,256206.04
Horizon Solutions Ltd.,Sandy Taylor,Manufacturing,Public,Japan,Tokyo,1962,7274,3804,3470,647,8.89,29.21,641244.29,63443.92
Prime Solutions Ltd.,Kimberly Gallagher,Telecom,Public,Taiwan,Taipei,1990,73235,46762,26473,549,0.75,27.44,520616.57,61653.4
Nova Solutions Ltd.,Lauren Potter,Manufacturing,Startup,Thailand,Bangkok,2016,106613,55826,50787,8904,8.35,3.47,296840.87,343598.38
Vertex Holdings Ltd.,Mary Wheeler,Telecom,Public,Japan,Tokyo,1977,40497,19520,20977,1922,4.75,8.8,62517.27,67837.66
Evergreen Group Ltd.,Michelle Berry,Energy,Startup,UAE,Dubai,1996,116060,79279,36781,11448,9.86,28.14,508821.75,273912.58
Apex Industries Ltd.,Peter Johnson,Retail,Private,Taiwan,Taipei,2008,132009,61110,70899,15348,11.63,39.9,10609.65,25689.92
Nova Solutions Ltd.,Lauren Cohen,Retail,Startup,China,Beijing,1973,166303,109557,56746,13158,7.91,26.83,432560.05,367983.68
Vertex Healthcare Ltd.,Daniel Baker,Retail,Government,UAE,Dubai,2018,112589,52691,59898,12000,10.66,34.96,479106.52,359760.36
Apex Healthcare Ltd.,Melvin Mcclain,Logistics,Public,UAE,Dubai,2011,162342,105811,56531,14736,9.08,3.91,666391.04,17113.14
Summit Logistics Ltd.,Charles Fleming,Banking,Government,Malaysia,Kuala Lumpur,1986,144555,94018,50537,4152,2.87,34.2,18969.02,379393.3
Nova Healthcare Ltd.,Sergio Tran,Banking,Startup,UAE,Dubai,1972,54075,36126,17949,8363,15.47,20.29,121381.69,295031.6
Vertex Solutions Ltd.,James Odonnell,Energy,Public,Singapore,Singapore,1954,89801,50418,39383,6336,7.06,35.09,224813.2,4294.84
Pioneer Manufacturing Ltd.,Lisa Smith,Healthcare,Government,South Korea,Seoul,1950,187739,123062,64677,11447,6.1,6.65,650857.55,371073.66
Vertex Industries Ltd.,Leah Taylor,IT Services,Startup,China,Beijing,1965,199620,138445,61175,6186,3.1,13.15,394045.29,126667.68
Pioneer Manufacturing Ltd.,Roger Roberts,Manufacturing,Public,Singapore,Singapore,2011,199758,93815,105943,5605,2.81,16.09,236176.98,26084.66
